"survey","site","rep","speciescode","observed"
"acoustic",10,9,"EASB",1
"acoustic",10,9,"EAWB",0
"acoustic",10,9,"EAYR",0
"acoustic",10,9,"GGCT",0
"acoustic",10,9,"GLDW",1
"acoustic",10,9,"GRBB",0
"acoustic",10,9,"GRFT",0
"acoustic",10,9,"GRST",1
"acoustic",10,9,"JWNT",0
"acoustic",10,9,"LEHE",0
"acoustic",10,9,"LKKB",1
"acoustic",10,9,"NHHE",1
"acoustic",10,9,"PCUR",1
"acoustic",10,9,"PFCN",0
"acoustic",10,9,"PLTB",0
"acoustic",10,9,"REDW",1
"acoustic",10,9,"ROSR",0
"acoustic",10,9,"RUFT",0
"acoustic",10,9,"SAFC",0
"acoustic",10,9,"SBOW",0
"acoustic",10,9,"SCCT",1
"acoustic",10,9,"SEYE",0
"acoustic",10,9,"SLYB",0
"acoustic",10,9,"SPAR",0
"acoustic",10,9,"STTB",0
"acoustic",10,9,"VAFW",0
"acoustic",10,9,"WBIL",0
"acoustic",10,9,"WBSW",0
"acoustic",10,9,"WEHE",1
"acoustic",10,9,"WONP",0
"acoustic",10,9,"WTGY",0
"acoustic",10,9,"WTTC",1
"acoustic",10,9,"YETB",0
"acoustic",10,9,"YFHE",0
"acoustic",10,9,"YTBC",0
"acoustic",10,9,"YTSW",0
"acoustic",10,10,"AUKP",1
"acoustic",10,10,"AUMP",1
"acoustic",10,10,"AURV",0
"acoustic",10,10,"BHHE",0
"acoustic",10,10,"BHON",0
"acoustic",10,10,"BRCD",0
"acoustic",10,10,"BRGH",0
"acoustic",10,10,"BRTB",0
"acoustic",10,10,"CRHE",0
"acoustic",10,10,"CROS",1
"acoustic",10,10,"CRST",0
"acoustic",10,10,"DUWS",0
"acoustic",10,10,"EASB",1
"acoustic",10,10,"EAWB",0
"acoustic",10,10,"EAYR",0
"acoustic",10,10,"GGCT",0
"acoustic",10,10,"GLDW",0
"acoustic",10,10,"GRBB",0
"acoustic",10,10,"GRFT",0
"acoustic",10,10,"GRST",1
"acoustic",10,10,"JWNT",0
"acoustic",10,10,"LEHE",0
"acoustic",10,10,"LKKB",1
"acoustic",10,10,"NHHE",1
"acoustic",10,10,"PCUR",1
"acoustic",10,10,"PFCN",0
"acoustic",10,10,"PLTB",0
"acoustic",10,10,"REDW",1
"acoustic",10,10,"ROSR",0
"acoustic",10,10,"RUFT",0
"acoustic",10,10,"SAFC",0
"acoustic",10,10,"SBOW",0
"acoustic",10,10,"SCCT",1
"acoustic",10,10,"SEYE",0
"acoustic",10,10,"SLYB",0
"acoustic",10,10,"SPAR",0
"acoustic",10,10,"STTB",0
"acoustic",10,10,"VAFW",0
"acoustic",10,10,"WBIL",0
"acoustic",10,10,"WBSW",0
"acoustic",10,10,"WEHE",1
"acoustic",10,10,"WONP",1
"acoustic",10,10,"WTGY",0
"acoustic",10,10,"WTTC",1
"acoustic",10,10,"YETB",0
"acoustic",10,10,"YFHE",0
"acoustic",10,10,"YTBC",0
"acoustic",10,10,"YTSW",0
"standard",1,1,"AUKP",0
"standard",1,1,"AUMP",0
"standard",1,1,"AURV",0
"standard",1,1,"BHHE",0
"standard",1,1,"BHON",0
"standard",1,1,"BRCD",0
"standard",1,1,"BRGH",0
"standard",1,1,"BRTB",0
"standard",1,1,"CRHE",0
"standard",1,1,"CROS",0
"standard",1,1,"CRST",0
"standard",1,1,"DUWS",0
"standard",1,1,"EASB",0
"standard",1,1,"EAWB",0
"standard",1,1,"EAYR",0
"standard",1,1,"GGCT",0
"standard",1,1,"GLDW",0
"standard",1,1,"GRBB",1
"standard",1,1,"GRFT",1
"standard",1,1,"GRST",0
"standard",1,1,"JWNT",0
"standard",1,1,"LEHE",0
"standard",1,1,"LKKB",0
"standard",1,1,"NHHE",0
"standard",1,1,"PCUR",0
"standard",1,1,"PFCN",0
"standard",1,1,"PLTB",0
"standard",1,1,"REDW",0
"standard",1,1,"ROSR",0
"standard",1,1,"RUFT",0
"standard",1,1,"SAFC",0
"standard",1,1,"SBOW",0
"standard",1,1,"SCCT",0
"standard",1,1,"SEYE",0
"standard",1,1,"SLYB",1
"standard",1,1,"SPAR",0
"standard",1,1,"STTB",0
"standard",1,1,"VAFW",0
"standard",1,1,"WBIL",0
"standard",1,1,"WBSW",0
"standard",1,1,"WEHE",0
"standard",1,1,"WONP",0
"standard",1,1,"WTGY",0
"standard",1,1,"WTTC",1
"standard",1,1,"YETB",0
"standard",1,1,"YFHE",0
"standard",1,1,"YTBC",0
"standard",1,1,"YTSW",0
"standard",1,2,"AUKP",0
"standard",1,2,"AUMP",0
"standard",1,2,"AURV",0
"standard",1,2,"BHHE",0
"standard",1,2,"BHON",0
"standard",1,2,"BRCD",0
"standard",1,2,"BRGH",0
"standard",1,2,"BRTB",1
"standard",1,2,"CRHE",0
"standard",1,2,"CROS",1
"standard",1,2,"CRST",0
"standard",1,2,"DUWS",0
"standard",1,2,"EASB",1
"standard",1,2,"EAWB",0
"standard",1,2,"EAYR",0
"standard",1,2,"GGCT",0
"standard",1,2,"GLDW",1
"standard",1,2,"GRBB",0
"standard",1,2,"GRFT",1
"standard",1,2,"GRST",0
"standard",1,2,"JWNT",0
"standard",1,2,"LEHE",0
"standard",1,2,"LKKB",0
"standard",1,2,"NHHE",0
"standard",1,2,"PCUR",0
"standard",1,2,"PFCN",0
"standard",1,2,"PLTB",0
"standard",1,2,"REDW",0
"standard",1,2,"ROSR",0
"standard",1,2,"RUFT",0
"standard",1,2,"SAFC",0
"standard",1,2,"SBOW",0
"standard",1,2,"SCCT",0
"standard",1,2,"SEYE",0
"standard",1,2,"SLYB",0
"standard",1,2,"SPAR",0
"standard",1,2,"STTB",0
"standard",1,2,"VAFW",0
"standard",1,2,"WBIL",0
"standard",1,2,"WBSW",0
"standard",1,2,"WEHE",0
"standard",1,2,"WONP",0
"standard",1,2,"WTGY",0
"standard",1,2,"WTTC",1
"standard",1,2,"YETB",0
"standard",1,2,"YFHE",0
"standard",1,2,"YTBC",0
"standard",1,2,"YTSW",0
"standard",1,3,"AUKP",0
"standard",1,3,"AUMP",0
"standard",1,3,"AURV",0
"standard",1,3,"BHHE",0
"standard",1,3,"BHON",0
"standard",1,3,"BRCD",0
"standard",1,3,"BRGH",0
"standard",1,3,"BRTB",0
"standard",1,3,"CRHE",0
"standard",1,3,"CROS",0
"standard",1,3,"CRST",0
"standard",1,3,"DUWS",0
"standard",1,3,"EASB",1
"standard",1,3,"EAWB",0
"standard",1,3,"EAYR",0
"standard",1,3,"GGCT",0
"standard",1,3,"GLDW",0
"standard",1,3,"GRBB",0
"standard",1,3,"GRFT",1
"standard",1,3,"GRST",0
"standard",1,3,"JWNT",0
"standard",1,3,"LEHE",0
"standard",1,3,"LKKB",0
"standard",1,3,"NHHE",0
"standard",1,3,"PCUR",0
"standard",1,3,"PFCN",0
"standard",1,3,"PLTB",0
"standard",1,3,"REDW",0
"standard",1,3,"ROSR",0
"standard",1,3,"RUFT",0
"standard",1,3,"SAFC",0
"standard",1,3,"SBOW",0
"standard",1,3,"SCCT",0
"standard",1,3,"SEYE",0
"standard",1,3,"SLYB",0
"standard",1,3,"SPAR",0
"standard",1,3,"STTB",0
"standard",1,3,"VAFW",0
"standard",1,3,"WBIL",0
"standard",1,3,"WBSW",0
"standard",1,3,"WEHE",0
"standard",1,3,"WONP",0
"standard",1,3,"WTGY",0
"standard",1,3,"WTTC",1
"standard",1,3,"YETB",0
"standard",1,3,"YFHE",0
"standard",1,3,"YTBC",0
"standard",1,3,"YTSW",0
"standard",1,4,"AUKP",0
"standard",1,4,"AUMP",0
"standard",1,4,"AURV",0
"standard",1,4,"BHHE",0
"standard",1,4,"BHON",0
"standard",1,4,"BRCD",0
"standard",1,4,"BRGH",0
"standard",1,4,"BRTB",0
"standard",1,4,"CRHE",0
"standard",1,4,"CROS",1
"standard",1,4,"CRST",0
"standard",1,4,"DUWS",0
"standard",1,4,"EASB",0
"standard",1,4,"EAWB",0
"standard",1,4,"EAYR",0
"standard",1,4,"GGCT",0
"standard",1,4,"GLDW",0
"standard",1,4,"GRBB",0
"standard",1,4,"GRFT",1
"standard",1,4,"GRST",0
"standard",1,4,"JWNT",0
"standard",1,4,"LEHE",0
"standard",1,4,"LKKB",0
"standard",1,4,"NHHE",0
"standard",1,4,"PCUR",0
"standard",1,4,"PFCN",0
"standard",1,4,"PLTB",0
"standard",1,4,"REDW",0
"standard",1,4,"ROSR",1
"standard",1,4,"RUFT",0
"standard",1,4,"SAFC",0
"standard",1,4,"SBOW",0
"standard",1,4,"SCCT",1
"standard",1,4,"SEYE",0
"standard",1,4,"SLYB",0
"standard",1,4,"SPAR",0
"standard",1,4,"STTB",0
"standard",1,4,"VAFW",0
"standard",1,4,"WBIL",0
"standard",1,4,"WBSW",0
"standard",1,4,"WEHE",0
"standard",1,4,"WONP",0
"standard",1,4,"WTGY",0
"standard",1,4,"WTTC",0
"standard",1,4,"YETB",0
"standard",1,4,"YFHE",0
"standard",1,4,"YTBC",0
"standard",1,4,"YTSW",0
"standard",1,5,"AUKP",0
"standard",1,5,"AUMP",0
"standard",1,5,"AURV",0
"standard",1,5,"BHHE",0
"standard",1,5,"BHON",0
"standard",1,5,"BRCD",0
"standard",1,5,"BRGH",0
"standard",1,5,"BRTB",0
"standard",1,5,"CRHE",0
"standard",1,5,"CROS",1
"standard",1,5,"CRST",0
"standard",1,5,"DUWS",0
"standard",1,5,"EASB",1
"standard",1,5,"EAWB",0
"standard",1,5,"EAYR",0
"standard",1,5,"GGCT",0
"standard",1,5,"GLDW",1
"standard",1,5,"GRBB",0
"standard",1,5,"GRFT",0
"standard",1,5,"GRST",0
"standard",1,5,"JWNT",0
"standard",1,5,"LEHE",0
"standard",1,5,"LKKB",0
"standard",1,5,"NHHE",0
"standard",1,5,"PCUR",0
"standard",1,5,"PFCN",0
"standard",1,5,"PLTB",0
"standard",1,5,"REDW",0
"standard",1,5,"ROSR",0
"standard",1,5,"RUFT",0
"standard",1,5,"SAFC",0
"standard",1,5,"SBOW",0
"standard",1,5,"SCCT",0
"standard",1,5,"SEYE",0
"standard",1,5,"SLYB",0
"standard",1,5,"SPAR",0
"standard",1,5,"STTB",1
"standard",1,5,"VAFW",0
"standard",1,5,"WBIL",0
"standard",1,5,"WBSW",0
"standard",1,5,"WEHE",0
"standard",1,5,"WONP",0
"standard",1,5,"WTGY",0
"standard",1,5,"WTTC",0
"standard",1,5,"YETB",0
"standard",1,5,"YFHE",0
"standard",1,5,"YTBC",0
"standard",1,5,"YTSW",0
"standard",1,6,"AUKP",0
"standard",1,6,"AUMP",0
"standard",1,6,"AURV",0
"standard",1,6,"BHHE",0
"standard",1,6,"BHON",0
"standard",1,6,"BRCD",0
"standard",1,6,"BRGH",0
"standard",1,6,"BRTB",0
"standard",1,6,"CRHE",0
"standard",1,6,"CROS",0
"standard",1,6,"CRST",0
"standard",1,6,"DUWS",0
"standard",1,6,"EASB",1
"standard",1,6,"EAWB",0
"standard",1,6,"EAYR",0
"standard",1,6,"GGCT",0
"standard",1,6,"GLDW",0
"standard",1,6,"GRBB",0
"standard",1,6,"GRFT",0
"standard",1,6,"GRST",0
"standard",1,6,"JWNT",0
"standard",1,6,"LEHE",0
"standard",1,6,"LKKB",0
"standard",1,6,"NHHE",0
"standard",1,6,"PCUR",0
"standard",1,6,"PFCN",0
"standard",1,6,"PLTB",0
"standard",1,6,"REDW",0
"standard",1,6,"ROSR",0
"standard",1,6,"RUFT",0
"standard",1,6,"SAFC",0
"standard",1,6,"SBOW",0
"standard",1,6,"SCCT",0
"standard",1,6,"SEYE",0
"standard",1,6,"SLYB",0
"standard",1,6,"SPAR",0
"standard",1,6,"STTB",0
"standard",1,6,"VAFW",0
"standard",1,6,"WBIL",0
"standard",1,6,"WBSW",1
"standard",1,6,"WEHE",0
"standard",1,6,"WONP",0
"standard",1,6,"WTGY",0
"standard",1,6,"WTTC",0
"standard",1,6,"YETB",0
"standard",1,6,"YFHE",1
"standard",1,6,"YTBC",0
"standard",1,6,"YTSW",0
"standard",1,7,"AUKP",0
"standard",1,7,"AUMP",0
"standard",1,7,"AURV",0
"standard",1,7,"BHHE",0
"standard",1,7,"BHON",0
"standard",1,7,"BRCD",0
"standard",1,7,"BRGH",0
"standard",1,7,"BRTB",0
"standard",1,7,"CRHE",0
"standard",1,7,"CROS",1
"standard",1,7,"CRST",0
"standard",1,7,"DUWS",0
"standard",1,7,"EASB",1
"standard",1,7,"EAWB",0
"standard",1,7,"EAYR",0
"standard",1,7,"GGCT",0
"standard",1,7,"GLDW",1
"standard",1,7,"GRBB",1
"standard",1,7,"GRFT",0
"standard",1,7,"GRST",0
"standard",1,7,"JWNT",0
"standard",1,7,"LEHE",0
"standard",1,7,"LKKB",0
"standard",1,7,"NHHE",0
"standard",1,7,"PCUR",0
"standard",1,7,"PFCN",0
"standard",1,7,"PLTB",0
"standard",1,7,"REDW",0
"standard",1,7,"ROSR",0
"standard",1,7,"RUFT",0
"standard",1,7,"SAFC",0
"standard",1,7,"SBOW",0
"standard",1,7,"SCCT",1
"standard",1,7,"SEYE",0
"standard",1,7,"SLYB",0
"standard",1,7,"SPAR",0
"standard",1,7,"STTB",0
"standard",1,7,"VAFW",0
"standard",1,7,"WBIL",0
"standard",1,7,"WBSW",0
"standard",1,7,"WEHE",0
"standard",1,7,"WONP",0
"standard",1,7,"WTGY",1
"standard",1,7,"WTTC",1
"standard",1,7,"YETB",0
"standard",1,7,"YFHE",0
"standard",1,7,"YTBC",0
"standard",1,7,"YTSW",0
"standard",1,8,"AUKP",0
"standard",1,8,"AUMP",0
"standard",1,8,"AURV",0
"standard",1,8,"BHHE",0
"standard",1,8,"BHON",0
"standard",1,8,"BRCD",0
"standard",1,8,"BRGH",0
"standard",1,8,"BRTB",0
"standard",1,8,"CRHE",0
"standard",1,8,"CROS",0
"standard",1,8,"CRST",0
"standard",1,8,"DUWS",0
"standard",1,8,"EASB",1
"standard",1,8,"EAWB",0
"standard",1,8,"EAYR",0
"standard",1,8,"GGCT",0
"standard",1,8,"GLDW",0
"standard",1,8,"GRBB",0
"standard",1,8,"GRFT",0
"standard",1,8,"GRST",0
"standard",1,8,"JWNT",0
"standard",1,8,"LEHE",0
"standard",1,8,"LKKB",0
"standard",1,8,"NHHE",0
"standard",1,8,"PCUR",0
"standard",1,8,"PFCN",0
"standard",1,8,"PLTB",0
"standard",1,8,"REDW",0
"standard",1,8,"ROSR",0
"standard",1,8,"RUFT",0
"standard",1,8,"SAFC",0
"standard",1,8,"SBOW",0
"standard",1,8,"SCCT",0
"standard",1,8,"SEYE",0
"standard",1,8,"SLYB",0
"standard",1,8,"SPAR",0
"standard",1,8,"STTB",0
"standard",1,8,"VAFW",0
"standard",1,8,"WBIL",0
"standard",1,8,"WBSW",0
"standard",1,8,"WEHE",0
"standard",1,8,"WONP",0
"standard",1,8,"WTGY",0
"standard",1,8,"WTTC",1
"standard",1,8,"YETB",0
"standard",1,8,"YFHE",0
"standard",1,8,"YTBC",0
"standard",1,8,"YTSW",0
"standard",1,9,"AUKP",0
"standard",1,9,"AUMP",0
"standard",1,9,"AURV",0
"standard",1,9,"BHHE",0
"standard",1,9,"BHON",0
"standard",1,9,"BRCD",0
"standard",1,9,"BRGH",0
"standard",1,9,"BRTB",0
"standard",1,9,"CRHE",0
"standard",1,9,"CROS",0
"standard",1,9,"CRST",0
"standard",1,9,"DUWS",0
"standard",1,9,"EASB",1
"standard",1,9,"EAWB",0
"standard",1,9,"EAYR",1
"standard",1,9,"GGCT",0
"standard",1,9,"GLDW",0
"standard",1,9,"GRBB",0
"standard",1,9,"GRFT",0
"standard",1,9,"GRST",0
"standard",1,9,"JWNT",0
"standard",1,9,"LEHE",0
"standard",1,9,"LKKB",0
"standard",1,9,"NHHE",0
"standard",1,9,"PCUR",1
"standard",1,9,"PFCN",0
"standard",1,9,"PLTB",0
"standard",1,9,"REDW",0
"standard",1,9,"ROSR",0
"standard",1,9,"RUFT",0
"standard",1,9,"SAFC",0
"standard",1,9,"SBOW",0
"standard",1,9,"SCCT",0
"standard",1,9,"SEYE",0
"standard",1,9,"SLYB",0
"standard",1,9,"SPAR",0
"standard",1,9,"STTB",0
"standard",1,9,"VAFW",0
"standard",1,9,"WBIL",0
"standard",1,9,"WBSW",1
"standard",1,9,"WEHE",0
"standard",1,9,"WONP",0
"standard",1,9,"WTGY",0
"standard",1,9,"WTTC",1
"standard",1,9,"YETB",0
"standard",1,9,"YFHE",0
"standard",1,9,"YTBC",0
"standard",1,9,"YTSW",0
"standard",1,10,"AUKP",0
"standard",1,10,"AUMP",0
"standard",1,10,"AURV",0
"standard",1,10,"BHHE",0
"standard",1,10,"BHON",0
"standard",1,10,"BRCD",0
"standard",1,10,"BRGH",0
"standard",1,10,"BRTB",1
"standard",1,10,"CRHE",0
"standard",1,10,"CROS",1
"standard",1,10,"CRST",0
"standard",1,10,"DUWS",0
"standard",1,10,"EASB",1
"standard",1,10,"EAWB",0
"standard",1,10,"EAYR",0
"standard",1,10,"GGCT",0
"standard",1,10,"GLDW",0
"standard",1,10,"GRBB",0
"standard",1,10,"GRFT",1
"standard",1,10,"GRST",0
"standard",1,10,"JWNT",0
"standard",1,10,"LEHE",0
"standard",1,10,"LKKB",0
"standard",1,10,"NHHE",0
"standard",1,10,"PCUR",0
"standard",1,10,"PFCN",0
"standard",1,10,"PLTB",0
"standard",1,10,"REDW",0
"standard",1,10,"ROSR",0
"standard",1,10,"RUFT",0
"standard",1,10,"SAFC",0
"standard",1,10,"SBOW",0
"standard",1,10,"SCCT",0
"standard",1,10,"SEYE",0
"standard",1,10,"SLYB",0
"standard",1,10,"SPAR",0
"standard",1,10,"STTB",0
"standard",1,10,"VAFW",0
"standard",1,10,"WBIL",0
"standard",1,10,"WBSW",0
"standard",1,10,"WEHE",0
"standard",1,10,"WONP",0
"standard",1,10,"WTGY",0
"standard",1,10,"WTTC",0
"standard",1,10,"YETB",0
"standard",1,10,"YFHE",0
"standard",1,10,"YTBC",0
"standard",1,10,"YTSW",0
"standard",1,11,"AUKP",0
"standard",1,11,"AUMP",0
"standard",1,11,"AURV",0
"standard",1,11,"BHHE",0
"standard",1,11,"BHON",0
"standard",1,11,"BRCD",0
"standard",1,11,"BRGH",0
"standard",1,11,"BRTB",0
"standard",1,11,"CRHE",0
"standard",1,11,"CROS",1
"standard",1,11,"CRST",0
"standard",1,11,"DUWS",0
"standard",1,11,"EASB",1
"standard",1,11,"EAWB",0
"standard",1,11,"EAYR",0
"standard",1,11,"GGCT",0
"standard",1,11,"GLDW",0
"standard",1,11,"GRBB",0
"standard",1,11,"GRFT",0
"standard",1,11,"GRST",0
"standard",1,11,"JWNT",0
"standard",1,11,"LEHE",0
"standard",1,11,"LKKB",0
"standard",1,11,"NHHE",0
"standard",1,11,"PCUR",0
"standard",1,11,"PFCN",0
"standard",1,11,"PLTB",0
"standard",1,11,"REDW",0
"standard",1,11,"ROSR",0
"standard",1,11,"RUFT",0
"standard",1,11,"SAFC",0
"standard",1,11,"SBOW",0
"standard",1,11,"SCCT",0
"standard",1,11,"SEYE",0
"standard",1,11,"SLYB",0
"standard",1,11,"SPAR",0
"standard",1,11,"STTB",0
"standard",1,11,"VAFW",0
"standard",1,11,"WBIL",0
"standard",1,11,"WBSW",0
"standard",1,11,"WEHE",0
"standard",1,11,"WONP",0
"standard",1,11,"WTGY",0
"standard",1,11,"WTTC",0
"standard",1,11,"YETB",0
"standard",1,11,"YFHE",0
"standard",1,11,"YTBC",0
"standard",1,11,"YTSW",0
"standard",1,12,"AUKP",0
"standard",1,12,"AUMP",0
"standard",1,12,"AURV",0
"standard",1,12,"BHHE",0
"standard",1,12,"BHON",0
"standard",1,12,"BRCD",0
"standard",1,12,"BRGH",0
"standard",1,12,"BRTB",0
"standard",1,12,"CRHE",0
"standard",1,12,"CROS",1
"standard",1,12,"CRST",0
"standard",1,12,"DUWS",0
"standard",1,12,"EASB",0
"standard",1,12,"EAWB",0
"standard",1,12,"EAYR",0
"standard",1,12,"GGCT",0
"standard",1,12,"GLDW",0
"standard",1,12,"GRBB",0
"standard",1,12,"GRFT",0
"standard",1,12,"GRST",0
"standard",1,12,"JWNT",0
"standard",1,12,"LEHE",0
"standard",1,12,"LKKB",0
"standard",1,12,"NHHE",0
"standard",1,12,"PCUR",1
"standard",1,12,"PFCN",0
"standard",1,12,"PLTB",0
"standard",1,12,"REDW",0
"standard",1,12,"ROSR",0
"standard",1,12,"RUFT",0
"standard",1,12,"SAFC",0
"standard",1,12,"SBOW",0
"standard",1,12,"SCCT",0
"standard",1,12,"SEYE",0
"standard",1,12,"SLYB",0
"standard",1,12,"SPAR",0
"standard",1,12,"STTB",0
"standard",1,12,"VAFW",0
"standard",1,12,"WBIL",0
"standard",1,12,"WBSW",0
"standard",1,12,"WEHE",0
"standard",1,12,"WONP",0
"standard",1,12,"WTGY",0
"standard",1,12,"WTTC",0
"standard",1,12,"YETB",0
"standard",1,12,"YFHE",0
"standard",1,12,"YTBC",0
"standard",1,12,"YTSW",0
"standard",2,1,"AUKP",0
"standard",2,1,"AUMP",0
"standard",2,1,"AURV",0
"standard",2,1,"BHHE",0
"standard",2,1,"BHON",0
"standard",2,1,"BRCD",0
"standard",2,1,"BRGH",0
"standard",2,1,"BRTB",0
"standard",2,1,"CRHE",0
"standard",2,1,"CROS",0
"standard",2,1,"CRST",0
"standard",2,1,"DUWS",0
"standard",2,1,"EASB",1
"standard",2,1,"EAWB",0
"standard",2,1,"EAYR",0
"standard",2,1,"GGCT",1
"standard",2,1,"GLDW",0
"standard",2,1,"GRBB",0
"standard",2,1,"GRFT",1
"standard",2,1,"GRST",0
"standard",2,1,"JWNT",1
"standard",2,1,"LEHE",0
"standard",2,1,"LKKB",0
"standard",2,1,"NHHE",0
"standard",2,1,"PCUR",1
"standard",2,1,"PFCN",0
"standard",2,1,"PLTB",0
"standard",2,1,"REDW",0
"standard",2,1,"ROSR",0
"standard",2,1,"RUFT",0
"standard",2,1,"SAFC",0
"standard",2,1,"SBOW",0
"standard",2,1,"SCCT",1
"standard",2,1,"SEYE",0
"standard",2,1,"SLYB",0
"standard",2,1,"SPAR",0
"standard",2,1,"STTB",0
"standard",2,1,"VAFW",0
"standard",2,1,"WBIL",0
"standard",2,1,"WBSW",0
"standard",2,1,"WEHE",0
"standard",2,1,"WONP",0
"standard",2,1,"WTGY",0
"standard",2,1,"WTTC",1
"standard",2,1,"YETB",0
"standard",2,1,"YFHE",1
"standard",2,1,"YTBC",0
"standard",2,1,"YTSW",0
"standard",2,2,"AUKP",0
"standard",2,2,"AUMP",0
"standard",2,2,"AURV",0
"standard",2,2,"BHHE",0
"standard",2,2,"BHON",0
"standard",2,2,"BRCD",0
"standard",2,2,"BRGH",0
"standard",2,2,"BRTB",0
"standard",2,2,"CRHE",0
"standard",2,2,"CROS",0
"standard",2,2,"CRST",0
"standard",2,2,"DUWS",0
"standard",2,2,"EASB",1
"standard",2,2,"EAWB",0
"standard",2,2,"EAYR",0
"standard",2,2,"GGCT",1
"standard",2,2,"GLDW",0
"standard",2,2,"GRBB",0
"standard",2,2,"GRFT",1
"standard",2,2,"GRST",0
"standard",2,2,"JWNT",0
"standard",2,2,"LEHE",0
"standard",2,2,"LKKB",0
"standard",2,2,"NHHE",0
"standard",2,2,"PCUR",1
"standard",2,2,"PFCN",0
"standard",2,2,"PLTB",0
"standard",2,2,"REDW",0
"standard",2,2,"ROSR",0
"standard",2,2,"RUFT",0
"standard",2,2,"SAFC",0
"standard",2,2,"SBOW",0
"standard",2,2,"SCCT",0
"standard",2,2,"SEYE",0
"standard",2,2,"SLYB",0
"standard",2,2,"SPAR",0
"standard",2,2,"STTB",0
"standard",2,2,"VAFW",0
"standard",2,2,"WBIL",0
"standard",2,2,"WBSW",0
"standard",2,2,"WEHE",0
"standard",2,2,"WONP",0
"standard",2,2,"WTGY",0
"standard",2,2,"WTTC",1
"standard",2,2,"YETB",0
"standard",2,2,"YFHE",1
"standard",2,2,"YTBC",0
"standard",2,2,"YTSW",0
"standard",2,3,"AUKP",0
"standard",2,3,"AUMP",0
"standard",2,3,"AURV",0
"standard",2,3,"BHHE",0
"standard",2,3,"BHON",0
"standard",2,3,"BRCD",0
"standard",2,3,"BRGH",0
"standard",2,3,"BRTB",0
"standard",2,3,"CRHE",0
"standard",2,3,"CROS",1
"standard",2,3,"CRST",0
"standard",2,3,"DUWS",0
"standard",2,3,"EASB",1
"standard",2,3,"EAWB",0
"standard",2,3,"EAYR",0
"standard",2,3,"GGCT",0
"standard",2,3,"GLDW",0
"standard",2,3,"GRBB",0
"standard",2,3,"GRFT",0
"standard",2,3,"GRST",1
"standard",2,3,"JWNT",0
"standard",2,3,"LEHE",0
"standard",2,3,"LKKB",0
"standard",2,3,"NHHE",0
"standard",2,3,"PCUR",0
"standard",2,3,"PFCN",0
"standard",2,3,"PLTB",0
"standard",2,3,"REDW",0
"standard",2,3,"ROSR",0
"standard",2,3,"RUFT",0
"standard",2,3,"SAFC",0
"standard",2,3,"SBOW",0
"standard",2,3,"SCCT",0
"standard",2,3,"SEYE",0
"standard",2,3,"SLYB",0
"standard",2,3,"SPAR",0
"standard",2,3,"STTB",1
"standard",2,3,"VAFW",0
"standard",2,3,"WBIL",0
"standard",2,3,"WBSW",0
"standard",2,3,"WEHE",1
"standard",2,3,"WONP",0
"standard",2,3,"WTGY",0
"standard",2,3,"WTTC",0
"standard",2,3,"YETB",0
"standard",2,3,"YFHE",1
"standard",2,3,"YTBC",0
"standard",2,3,"YTSW",0
"standard",2,4,"AUKP",0
"standard",2,4,"AUMP",0
"standard",2,4,"AURV",0
"standard",2,4,"BHHE",0
"standard",2,4,"BHON",0
"standard",2,4,"BRCD",0
"standard",2,4,"BRGH",0
"standard",2,4,"BRTB",1
"standard",2,4,"CRHE",0
"standard",2,4,"CROS",0
"standard",2,4,"CRST",0
"standard",2,4,"DUWS",0
"standard",2,4,"EASB",1
"standard",2,4,"EAWB",0
"standard",2,4,"EAYR",0
"standard",2,4,"GGCT",0
"standard",2,4,"GLDW",1
"standard",2,4,"GRBB",0
"standard",2,4,"GRFT",0
"standard",2,4,"GRST",0
"standard",2,4,"JWNT",0
"standard",2,4,"LEHE",0
"standard",2,4,"LKKB",0
"standard",2,4,"NHHE",0
"standard",2,4,"PCUR",0
"standard",2,4,"PFCN",0
"standard",2,4,"PLTB",0
"standard",2,4,"REDW",0
"standard",2,4,"ROSR",0
"standard",2,4,"RUFT",0
"standard",2,4,"SAFC",0
"standard",2,4,"SBOW",0
"standard",2,4,"SCCT",1
"standard",2,4,"SEYE",0
"standard",2,4,"SLYB",0
"standard",2,4,"SPAR",0
"standard",2,4,"STTB",0
"standard",2,4,"VAFW",0
"standard",2,4,"WBIL",0
"standard",2,4,"WBSW",0
"standard",2,4,"WEHE",1
"standard",2,4,"WONP",0
"standard",2,4,"WTGY",0
"standard",2,4,"WTTC",0
"standard",2,4,"YETB",0
"standard",2,4,"YFHE",1
"standard",2,4,"YTBC",0
"standard",2,4,"YTSW",0
"standard",2,5,"AUKP",0
"standard",2,5,"AUMP",0
"standard",2,5,"AURV",0
"standard",2,5,"BHHE",0
"standard",2,5,"BHON",0
"standard",2,5,"BRCD",0
"standard",2,5,"BRGH",0
"standard",2,5,"BRTB",0
"standard",2,5,"CRHE",0
"standard",2,5,"CROS",0
"standard",2,5,"CRST",0
"standard",2,5,"DUWS",1
"standard",2,5,"EASB",1
"standard",2,5,"EAWB",0
"standard",2,5,"EAYR",1
"standard",2,5,"GGCT",0
"standard",2,5,"GLDW",0
"standard",2,5,"GRBB",0
"standard",2,5,"GRFT",1
"standard",2,5,"GRST",0
"standard",2,5,"JWNT",0
"standard",2,5,"LEHE",0
